Kod,Nazwa,JM,WysokoscCm,SzerokoscCm,DlugoscCm,JmZ,Przelicznik_JmJmZ,WagaKG,Typ,NumerKatalogowy,SWW,Grupa,StanMin,StanMax,VAT,VATZak,VATFlaga,VatZakFlaga,EAN,Opis,OpakowanieKaucja,OdwrotneObciazenie,CenaZCzteremaMiejscami,Granica ceny,Minimalna cena/mar¿a,Dostawca,Kod u dostawcy,Kod producenta,KosztUslugiTyp,KosztUslugi,KosztUslugiWal,Waluta,Intrastat - kod CN,Intrastat - kraj pochodzenia,Intrastat - masa,Intrastat - JmPomPrzelicznikL,Intrastat - JmPomPrzelicznikM,Podzielona p³atnoœæ,Cena zakupu,Waluta Cena zakupu,Cena hurtowa 1,Waluta Cena hurtowa 1,Cena hurtowa 2,Waluta Cena hurtowa 2,Cena hurtowa 3,Waluta Cena hurtowa 3,Cena detaliczna,Waluta Cena detaliczna
1079-uniw,"Miami VA8252501 - 25 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,60.57,PLN,0,PLN,0,PLN,74.5,PLN
107-uniw,"Aries TXB211 - 16 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160212114,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,16.91,PLN,0,PLN,0,PLN,20.8,PLN
1080-uniw,Momentum VA9410 - 90 sekund,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,17.72,PLN,0,PLN,0,PLN,21.8,PLN
1081-uniw,"Pulsar VA8252001 - 25 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,29.67,PLN,0,PLN,0,PLN,36.5,PLN
1082-uniw,"Raptor 240 - 25 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,64.63,PLN,0,PLN,0,PLN,79.5,PLN
1083-uniw,"Runway VA8252502 - 25 strza³ów 1""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,47.97,PLN,0,PLN,0,PLN,59,PLN
1086-uniw,"Bombaj VA8253001 - 25 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,72.36,PLN,0,PLN,0,PLN,89,PLN
1087-uniw,"Golden Glory 2621F - 29 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,7331444041131,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,31.71,PLN,0,PLN,0,PLN,39,PLN
1088-uniw,"Supreme Star F2S20 - 100 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,118.7,PLN,0,PLN,0,PLN,146,PLN
1089-uniw,Strzelaj¹ce diabe³ki TXP082 - 50 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160210820,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0.93,PLN,1.54,PLN,0,PLN,0,PLN,1.9,PLN
108-uniw,"Magma TXB604 - 16 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160216044,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,12.47,PLN,23.98,PLN,0,PLN,0,PLN,29.5,PLN
1090-uniw,TRIPLEX ZAPALNIK 1,5M POMARAÑCZOWY XP1008-1.5,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
1091-uniw,"Lights of Night TXB098 - 200 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160210981,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,634.15,PLN,0,PLN,0,PLN,780,PLN
1092-uniw,Wulkaniki Happy TXF659 - 4 sztuki,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160216594,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,6.26,PLN,0,PLN,0,PLN,7.7,PLN
1093-uniw,Zestaw - Œwiece dymne JFS-1,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583620300,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,20,PLN,40.24,PLN,0,PLN,0,PLN,41.5,PLN
1094-uniw,Strzelaj¹ce diabe³ki TXP082 - 50 opakowañ - BOX,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,60.98,PLN,0,PLN,0,PLN,75,PLN
1095-uniw,Karabinek petard Celebrations Cracker  K500R - 500 strza³ów,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182430360,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,10.82,PLN,20.81,PLN,0,PLN,0,PLN,25.6,PLN
1096-uniw,"Profi Show 536 C53620F/C - 536 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182424307,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,783.74,PLN,1507.32,PLN,0,PLN,0,PLN,1854,PLN
1098-uniw,Velky Rotacek DP1VR - 4 sztuki,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182440512,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,2.11,PLN,0,PLN,0,PLN,2.6,PLN
1099-uniw,B¹czki Brucon DP1B - 3 sztuki,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182460015,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,1.71,PLN,0,PLN,0,PLN,2.1,PLN
109-uniw,"Magic Key TXB498 - 16 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160214989,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,24.39,PLN,0,PLN,0,PLN,30,PLN
10-uniw,Petarda Mini Korsarz K0202,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0.81,PLN,0,PLN,0,PLN,1,PLN
1100-uniw,B¹czki Tazmania DP1T - 3 sztuki,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182490289,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,1.22,PLN,2.36,PLN,0,PLN,0,PLN,2.9,PLN
1101-uniw,Ma³y bia³y stroboskop S12S - 4 sztuki,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182430834,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,1.11,PLN,2.11,PLN,0,PLN,0,PLN,2.6,PLN
1102-uniw,Strzelaj¹ce diabe³ki / Bouchaci kulicky BK1B - 75 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0.57,PLN,1.63,PLN,0,PLN,0,PLN,2,PLN
1103-uniw,Strzelajace diabe³ki / Pekelne bouchaci kulicky BK1P - 50 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0.54,PLN,1.22,PLN,0,PLN,0,PLN,1.5,PLN
1104-uniw,Du¿e strzelaj¹ce diabe³ki / Velke bouchací kulicky BK2V,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,1.63,PLN,0,PLN,0,PLN,2,PLN
1106-uniw,Testowy produkt 01.04,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
1107-uniw,"Scream 634 - 61 strza³ów 0.6""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,28.37,PLN,0,PLN,0,PLN,34.9,PLN
1108-uniw,Color Etna P3203/C3203 - 4 sztuki,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901363701250,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,2.96,PLN,7.32,PLN,0,PLN,0,PLN,9,PLN
1109-uniw,Fontanna Schöner UB0239A,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,18.7,PLN,0,PLN,0,PLN,23,PLN
110-uniw,"Plus+ TXB070 - 16 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160210707,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,22.32,PLN,29.27,PLN,0,PLN,0,PLN,36,PLN
111,us³uga wykonania pirotechnicznych efektów specjalnych (akcent pokazu fajerwerków) - podwykonawstwo,Us³uga,,,,,,0,TP,,,Grupa G³ówna,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
1110-uniw,Fontanna Magic UB0239D,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,18.7,PLN,0,PLN,0,PLN,23,PLN
1111-uniw,Fontanna Trafalgar UB0239E,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,20.33,PLN,0,PLN,0,PLN,25,PLN
1112-uniw,Wulkan Crackling Fingers C3400,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,20.98,PLN,0,PLN,0,PLN,25.8,PLN
1113-uniw,Fontanna Titanium Sunflowers UB0241A,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,37.4,PLN,0,PLN,0,PLN,46,PLN
1114-uniw,Fontanna Silver Silk UB0241B,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,37.4,PLN,0,PLN,0,PLN,46,PLN
1115-uniw,Fontanna White Chrys UB0241C,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,37.4,PLN,0,PLN,0,PLN,46,PLN
1116-uniw,Fontanna Crackling UB0241D,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,37.4,PLN,0,PLN,0,PLN,46,PLN
1117-uniw,"Explosive Girl MFC20-3606 - 36 strza³ów 0.8"" + fontanna",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901363708754,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,40.16,PLN,95.93,PLN,0,PLN,0,PLN,118,PLN
1118-uniw,Dragon Eggs PPX6200 - 6 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,1.3,PLN,0,PLN,0,PLN,1.6,PLN
1119-uniw,Eman KPW525 - 12 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,3.9,PLN,0,PLN,0,PLN,4.8,PLN
111-uniw,"Dark Age TXB071 - 16 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160210714,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,23.58,PLN,0,PLN,0,PLN,29,PLN
1120-uniw,Ogniste Motylki / Feuer Falter PPX6212 - 4 sztuki,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,2.03,PLN,0,PLN,0,PLN,2.5,PLN
1121-uniw,Happy Butterfly PPT1260 - 12 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,13.01,PLN,0,PLN,0,PLN,16,PLN
1122-uniw,Magic Whip PPX6300 - 12 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,7.72,PLN,0,PLN,0,PLN,9.5,PLN
1123-uniw,Giant Butterfly PPT0648 - 6 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,15.28,PLN,0,PLN,0,PLN,18.8,PLN
1124-uniw,Œwieca dymna bia³a Nadýmáèek S4063,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8590884410399,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,4.72,PLN,0,PLN,0,PLN,5.8,PLN
1125-uniw,Pirat PPP3040 / 02034 - 50 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8592209005648,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,3.57,PLN,4.8,PLN,0,PLN,0,PLN,5.9,PLN
1126-uniw,Apache Warrior PPP3060 - 6 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8592209003033,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,7.97,PLN,0,PLN,0,PLN,9.8,PLN
1127-uniw,Œwieca dymna JFS-2 - pomarañczowy,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,11.22,PLN,0,PLN,0,PLN,13.8,PLN
1128-uniw,"Level Up P7048 - 25 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,27.15,PLN,0,PLN,0,PLN,33.4,PLN
1129-uniw,"Ibiza P7066 - 19 strza³ów 1""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,30.85,PLN,0,PLN,0,PLN,37.95,PLN
112-uniw,"Panorama TXB827 - 19 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160218277,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,16.7,PLN,34.96,PLN,0,PLN,0,PLN,43,PLN
1130-uniw,"Tybet P7092 - 19 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,20.65,PLN,0,PLN,0,PLN,25.4,PLN
1132-uniw,"Hurghada P7257 - 49 strzalów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5907604920213,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,49.72,PLN,95.61,PLN,0,PLN,0,PLN,117.6,PLN
1133-uniw,"Finlandia P7259 - 49 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5907604913093,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,50.56,PLN,97.24,PLN,0,PLN,0,PLN,119.6,PLN
1134-uniw,"Kultowa P7450 - 25 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5907604913987,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,82.6,PLN,0,PLN,0,PLN,101.6,PLN
1135-uniw,"Melan¿owa P7531 - 25 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5907604901724,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,91.3,PLN,0,PLN,0,PLN,112.3,PLN
1136-uniw,"Jocker P7790 - 25 strza³ów 2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,173.98,PLN,0,PLN,0,PLN,214,PLN
1137-uniw,"Bad Boy P7791 - 16 strza³ów 2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,116.64,PLN,224.31,PLN,0,PLN,0,PLN,275.9,PLN
1138-uniw,"Rebel P7792 - 16 strza³ów 2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5907604916032,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,116.64,PLN,224.31,PLN,0,PLN,0,PLN,275.9,PLN
1139-uniw,"Mad Shaman(Galaxy) P7797 - 19 strza³ów 2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5907604903650,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,145.94,PLN,280.49,PLN,0,PLN,0,PLN,345,PLN
113-uniw,"Magia Nocy TXB826 - 19 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160218260,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,16.7,PLN,34.96,PLN,0,PLN,0,PLN,43,PLN
1140-uniw,"Zombie P7798 - 19 strza³ów 2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5907604914816,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,142.85,PLN,274.8,PLN,0,PLN,0,PLN,338,PLN
1141-uniw,Kolorowa fontanna Color Dream TXF779,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160217799,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,7.64,PLN,17.07,PLN,0,PLN,0,PLN,21,PLN
1142-uniw,Rakietki Air Travel T00001 - 144 sztuki,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160211957,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,12.2,PLN,0,PLN,0,PLN,15,PLN
1143-uniw,Zestaw wulkaników TXF780 - 3 sztuki,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160217805,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,3.58,PLN,7.15,PLN,0,PLN,0,PLN,8.8,PLN
1144-uniw,Zestaw kolorowych œwiec dymnych JFS-2,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,56.1,PLN,0,PLN,0,PLN,69,PLN
1145-uniw,FD2003,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
1146-uniw,FD2013,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
1147-uniw,FD2026,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
1148-uniw,FD2027,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
1149-uniw,FD2012,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
114-uniw,"Color Posy TXB649 - 19 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160216495,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,24.72,PLN,0,PLN,0,PLN,30.4,PLN
1150-uniw,IC2002,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
1151-uniw,FR2528,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
1152-uniw,IS2001,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
1153-uniw,IC2001,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
1154-uniw,IS2003,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
1155-uniw,FR2616,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
1156-uniw,FR2530,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
1157-uniw,FR3046,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
1158-uniw,FD3065,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
1159-uniw,FD3061,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
115-uniw,"Master TXB042 - 25 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160210424,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,35.34,PLN,46.34,PLN,0,PLN,0,PLN,57,PLN
1160-uniw,FD3037,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
1161-uniw,NC3-001,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
1162-uniw,FD3010,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
1163-uniw,FR3116,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
1164-uniw,FD3064,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
1165-uniw,FD3073,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
1166-uniw,FR3115,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
1167-uniw,FR3110,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
1168-uniw,IC3003,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
116-uniw,"Illusion TXB041 - 25 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160210417,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,33.48,PLN,43.9,PLN,0,PLN,0,PLN,54,PLN
1170-uniw,FD3031,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
1171-uniw,FD3026,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
1172-uniw,FD3021,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
1173-uniw,FD3071,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
