Kod,Nazwa,JM,WysokoscCm,SzerokoscCm,DlugoscCm,JmZ,Przelicznik_JmJmZ,WagaKG,Typ,NumerKatalogowy,SWW,Grupa,StanMin,StanMax,VAT,VATZak,VATFlaga,VatZakFlaga,EAN,Opis,OpakowanieKaucja,OdwrotneObciazenie,CenaZCzteremaMiejscami,Granica ceny,Minimalna cena/mar¿a,Dostawca,Kod u dostawcy,Kod producenta,KosztUslugiTyp,KosztUslugi,KosztUslugiWal,Waluta,Intrastat - kod CN,Intrastat - kraj pochodzenia,Intrastat - masa,Intrastat - JmPomPrzelicznikL,Intrastat - JmPomPrzelicznikM,Podzielona p³atnoœæ,Cena zakupu,Waluta Cena zakupu,Cena hurtowa 1,Waluta Cena hurtowa 1,Cena hurtowa 2,Waluta Cena hurtowa 2,Cena hurtowa 3,Waluta Cena hurtowa 3,Cena detaliczna,Waluta Cena detaliczna
58-uniw,Œrut JSB Straton Jumbo 250 sztuk kal.5,5mm,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,19.92,PLN,0,PLN,0,PLN,24.5,PLN
590-uniw,Trole JF10 - 8 strza³ów + fontanna,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583660696,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,13.7,PLN,0,PLN,0,PLN,16.85,PLN
591-uniw,"Macrocosmos III SM2126 - 10 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583660559,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,11.95,PLN,0,PLN,0,PLN,14.7,PLN
592-uniw,"Macrocosmos II SM2125 - 10 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583660542,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,8.48,PLN,15.04,PLN,0,PLN,0,PLN,20.85,PLN
593-uniw,"Don`t Worry Be Happy JW20 - 25 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583660856,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,25.85,PLN,0,PLN,0,PLN,31.8,PLN
594-uniw,"New Generation 1 JW26 - 25 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,28.46,PLN,0,PLN,0,PLN,35,PLN
595-uniw,"Styx JW4060 - 16 strza³ów 1""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583661266,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,33.74,PLN,0,PLN,0,PLN,41.5,PLN
596-uniw,"Solaris JW4067 - 25 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583661419,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,30.37,PLN,0,PLN,0,PLN,37.35,PLN
597-uniw,"Imagine JW12 - 19 strza³ów 1""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583660849,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,34.47,PLN,0,PLN,0,PLN,42.4,PLN
598-uniw,"The Legend JW407 - 49 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583660115,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,230.89,PLN,0,PLN,0,PLN,284,PLN
599-uniw,"Show of Fireworks JW4001 - 49 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5907704109334,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,168.29,PLN,0,PLN,0,PLN,207,PLN
59-uniw,Pistolet hukowy Start-2 6 mm short,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,151.22,PLN,0,PLN,0,PLN,186,PLN
600-uniw,"Pyton JW41 - 25 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583661020,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,107.32,PLN,0,PLN,0,PLN,132,PLN
601-uniw,"New Generation 2 JW28 - 16 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583660900,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,43.09,PLN,0,PLN,0,PLN,53,PLN
602-uniw,"New Generation 11 JW67 - 19 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583661167,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,48.78,PLN,0,PLN,0,PLN,60,PLN
603-uniw,"New Generation 13 JW69 - 19 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583661181,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,48.78,PLN,0,PLN,0,PLN,60,PLN
604-uniw,"New Generation 4 JW30 - 19 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583662331,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,55.69,PLN,0,PLN,0,PLN,68.5,PLN
605-uniw,"New Generation 6 JW33 - 19 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583662355,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,53.66,PLN,0,PLN,0,PLN,66,PLN
606-uniw,"New Generation 14 JW61 - 19 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583661112,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,55.28,PLN,0,PLN,0,PLN,68,PLN
607-uniw,Petardy Explosive II EX2 - 20 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583650017,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,1.34,PLN,2.68,PLN,0,PLN,0,PLN,3.3,PLN
608-uniw,"Kasjopeja JW06 - 16 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583660818,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,14.88,PLN,30.08,PLN,0,PLN,0,PLN,37,PLN
609-uniw,"Mars JW07 - 16 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583660825,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,24.15,PLN,0,PLN,0,PLN,29.7,PLN
60-uniw,Stroboskop TXF441 90 sek. (3 szt.),opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160214415,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,4.65,PLN,8.94,PLN,0,PLN,0,PLN,11,PLN
610-uniw,"Wenus JW08 - 25 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583660832,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,16.06,PLN,26.42,PLN,0,PLN,0,PLN,39.5,PLN
611-uniw,SIGNALOS 2.0 X2X - 12 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,13.01,PLN,0,PLN,0,PLN,16,PLN
612-uniw,Ninja JF11 - 8 strza³ów + fontanna,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583660702,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,11.38,PLN,0,PLN,0,PLN,14,PLN
613-uniw,Œwieca dymna ARK-O - fioletowa,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,20.33,PLN,0,PLN,0,PLN,25,PLN
614-uniw,Œwieca dymna ARK-O - pomarañczowa,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,20.33,PLN,0,PLN,0,PLN,25,PLN
615-uniw,Œwieca dymna ARK-O - zielona,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,20.33,PLN,0,PLN,0,PLN,25,PLN
616-uniw,Œwieca dymna ARK-O - bia³y,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,20.33,PLN,0,PLN,0,PLN,25,PLN
617-uniw,Œwieca dymna ARK-O - ¿ó³ta,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,20.33,PLN,0,PLN,0,PLN,25,PLN
618-uniw,Œwieca dymna ARK-O - czarna,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,20.33,PLN,0,PLN,0,PLN,25,PLN
619-uniw,Œwieca dymna ARK-O - czerwona,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,20.33,PLN,0,PLN,0,PLN,25,PLN
61-uniw,Stroboskop TXF834 30 sek. (10 szt.),opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160218345,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,10.57,PLN,0,PLN,0,PLN,13,PLN
620-uniw,Œwieca dymna ARK-O - niebieska,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,20.33,PLN,0,PLN,0,PLN,25,PLN
621-uniw,Raca Morska Elios - Bia³a,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,15.05,PLN,21.95,PLN,0,PLN,0,PLN,27,PLN
622-uniw,Raca Morska Elios - ZIelona,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,15.05,PLN,21.95,PLN,0,PLN,0,PLN,27,PLN
623-uniw,Raca Morska Elios - ¯ó³ta,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,15.05,PLN,21.95,PLN,0,PLN,0,PLN,27,PLN
624-uniw,Petardy Bomba Boom - 20 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,11.38,PLN,0,PLN,0,PLN,14,PLN
625-uniw,Petardy Mega Piratka P2000 - 20 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,10.57,PLN,0,PLN,0,PLN,13,PLN
626-uniw,Ognie Wroc³awskie ARK-O - Bia³e,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,8.13,PLN,0,PLN,0,PLN,10,PLN
627-uniw,Ognie Wroc³awskie ARK-O - Zielone,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,8.13,PLN,0,PLN,0,PLN,10,PLN
628-uniw,Ognie Wroc³awskie ARK-O - ¯ó³te,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,8.13,PLN,0,PLN,0,PLN,10,PLN
629-uniw,Small Gold Conic Fountain CS2218A - 3 sztuki,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5903367022188,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,8.09,PLN,0,PLN,0,PLN,9.95,PLN
62-uniw,Kolorowe Kulki Dymne 0860 - 72 sztuki.,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,20.33,PLN,0,PLN,0,PLN,25,PLN
630-uniw,Crazy Robots/Monster XP1011 - 12 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,10.57,PLN,0,PLN,0,PLN,13,PLN
631-uniw,Œwieca dymna niebieska JFS-1,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583620317,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,2.66,PLN,6.75,PLN,0,PLN,0,PLN,8.3,PLN
632-uniw,Œwieca dymna zielona JFS-1,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583620645,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,3.13,PLN,6.75,PLN,0,PLN,0,PLN,8.3,PLN
633-uniw,Œwieca dymna czerwona JFS-1,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583620324,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,3.39,PLN,6.75,PLN,0,PLN,0,PLN,8.3,PLN
634-uniw,Œwieca dymna bia³y JFS-1,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583620669,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,2.79,PLN,6.75,PLN,0,PLN,0,PLN,8.3,PLN
635-uniw,Œwieca dymna ¿ó³ta JFS-1,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583620676,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,2.94,PLN,6.75,PLN,0,PLN,0,PLN,8.3,PLN
637-uniw,Raca meczowa ARK-O - Czerwona,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,13.01,PLN,0,PLN,0,PLN,16,PLN
638-uniw,Raca meczowa ARK-O - Zielona,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,13.01,PLN,0,PLN,0,PLN,16,PLN
639-uniw,Raca meczowa ARK-O - Bia³a,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,13.01,PLN,0,PLN,0,PLN,16,PLN
63-uniw,Granat Hukowy GH-2,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,15.04,PLN,0,PLN,0,PLN,18.5,PLN
640-uniw,Raca meczowa ARK-O - Zó³ta,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,13.01,PLN,0,PLN,0,PLN,16,PLN
641-uniw,Petardy Mefisto Manna MA2  - 20 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8058159650081,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,9.76,PLN,0,PLN,0,PLN,12,PLN
643-uniw,Zestaw 2 wulkaników Silver Energy TXF781,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160217812,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,6.43,PLN,12.36,PLN,0,PLN,0,PLN,15.2,PLN
644-uniw,"Gemini TXB212 - 16 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160212121,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,15.45,PLN,0,PLN,0,PLN,19,PLN
645-uniw,"Scorpio TXB213 - 16 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160212138,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,23.58,PLN,0,PLN,0,PLN,29,PLN
646-uniw,"Taurus TXB214 - 16 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160212145,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,13.82,PLN,0,PLN,0,PLN,17,PLN
647-uniw,"Libra TXB215 - 16 strza³ów 1""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160212152,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,26.83,PLN,0,PLN,0,PLN,33,PLN
648-uniw,"Cancer TXB216 - 16 strza³ów 1""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160212169,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,19.03,PLN,44.72,PLN,0,PLN,0,PLN,55,PLN
649-uniw,"Leo TXB217 - 16 strza³ów 1""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160212176,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,39.84,PLN,0,PLN,0,PLN,49,PLN
64-uniw,Ognie Wroc³awskie ARK-O - Czerwone,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,8.13,PLN,0,PLN,0,PLN,10,PLN
651-uniw,"Bloom PXB2010 - 9 strza³owa 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721792678,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,10.57,PLN,0,PLN,0,PLN,13,PLN
652-uniw,"Panzer PXB2216 - 36 strza³owa 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721792692,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,48.36,PLN,63.41,PLN,0,PLN,0,PLN,78,PLN
653-uniw,"Terra PXB2303 - 19 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721790230,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,78.12,PLN,102.44,PLN,0,PLN,0,PLN,126,PLN
654-uniw,Du¿y Rzymski Ogieñ RPG PXO301 / PXO313  - 8 strza³ów,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721791565,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,24.43,PLN,32.03,PLN,0,PLN,0,PLN,39.4,PLN
655-uniw,Explosive Ball 15 - EB15,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182421153,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,8.53,PLN,16.42,PLN,0,PLN,0,PLN,20.2,PLN
656-uniw,Zestaw rakiet Piro Sky TXR085,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160210851,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,63.66,PLN,0,PLN,0,PLN,78.3,PLN
657-uniw,Zestaw rakiet Komandos TXR087,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160210875,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,41.85,PLN,80.49,PLN,0,PLN,0,PLN,99,PLN
658-uniw,Zestaw rakiet Big Whale 1 TXR136,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160211360,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,23.25,PLN,44.72,PLN,0,PLN,0,PLN,55,PLN
659-uniw,Zestaw rakiet Big Whale 2 TXR139,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160211391,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,32.24,PLN,42.28,PLN,0,PLN,0,PLN,52,PLN
65-uniw,"Lewanter TXB468 - 19 strza³ów  1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160214682,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,103.25,PLN,0,PLN,0,PLN,127,PLN
660-uniw,Zestaw rakiet Orion TXR371 - 12 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160213715,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,10.95,PLN,20.89,PLN,0,PLN,0,PLN,25.7,PLN
661-uniw,"Big sellers C128XMB/C - 128 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182423188,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,452.4,PLN,869.92,PLN,0,PLN,0,PLN,1070,PLN
662-uniw,"Big and Bad C13220B/C  - 132 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182423478,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,334.15,PLN,0,PLN,0,PLN,411,PLN
663-uniw,"Fireworks Show 128 C12820F/C - 128 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182424352,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,225.37,PLN,0,PLN,0,PLN,277.2,PLN
664-uniw,"Show must go on C643XMS - 64 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182423140,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,213.51,PLN,410.57,PLN,0,PLN,0,PLN,505,PLN
665-uniw,"New Fire Power C643MN - 64 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182423102,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,194.79,PLN,374.8,PLN,0,PLN,0,PLN,461,PLN
666-uniw,"Fireworks Show 223 C223MF/C - 223 strza³ów 0.8""/1""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182424338,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,666.67,PLN,0,PLN,0,PLN,820,PLN
667-uniw,"Universe C2003U/C - 200 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182414018,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,555.36,PLN,1068.37,PLN,0,PLN,0,PLN,1314.1,PLN
668-uniw,"Masterblaster 223 C223MM/C - 223 strza³ów 0.8""/1""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182424321,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,582.11,PLN,0,PLN,0,PLN,716,PLN
669-uniw,Dumbum 2G+ P5DU13 - 20 sztuk (FP3),opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182424277,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,8.32,PLN,16.26,PLN,0,PLN,0,PLN,20,PLN
66-uniw,"Rumba TXB903 - 19 strza³owa 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160219038,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,57.08,PLN,109.76,PLN,0,PLN,0,PLN,129,PLN
670-uniw,Petardy Dumbum P05D - 20 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182425328,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,3.95,PLN,7.64,PLN,0,PLN,0,PLN,9.4,PLN
671-uniw,"XXXL C505X/C - 50 strza³ów 2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182413943,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,409.66,PLN,787.8,PLN,0,PLN,0,PLN,969,PLN
672-uniw,Œwieca dymna pomarañczowa JFS-1,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,duplikat-632-672,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,2.64,PLN,6.75,PLN,0,PLN,0,PLN,8.3,PLN
673-uniw,Petardy hukowe C4 PXP309 - 20 sztuk (FP3),opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721792210,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,10.33,PLN,21.14,PLN,0,PLN,0,PLN,26,PLN
674-uniw,"Show Box PXC203 - 100 strza³ów 1""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721794283,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,175,PLN,350.41,PLN,0,PLN,0,PLN,431,PLN
675-uniw,Petardy czarnoprochowe Black Thunder PXP205 - 5 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721794160,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,5.89,PLN,0,PLN,0,PLN,7.25,PLN
676-uniw,"Rzymski ogieñ M320/PXO205 - 5 strza³ów 1""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721792586,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,13.02,PLN,17.07,PLN,0,PLN,0,PLN,21,PLN
677-uniw,"Pyro Zone PXB2119 - 15 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721792050,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,13.55,PLN,26.99,PLN,0,PLN,0,PLN,33.2,PLN
678-uniw,"Solar PXB2311 - 24 strza³y 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721792470,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,78.94,PLN,0,PLN,0,PLN,97.1,PLN
679-uniw,"Chimera TXB055 - 36 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160210554,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,77.79,PLN,149.59,PLN,0,PLN,0,PLN,179,PLN
